,PassengerId,Survived,Sex,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Family_size,Title_1,Title_2,Title_3,Title_4,Emb_1,Emb_2,Emb_3
36,37,1,1,0.35,0.014110458666029575,0,0,1,0.0,1,0,0,0,1,0,0
37,38,0,1,0.2625,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
38,39,0,0,0.225,0.03513366015444757,0,0,1,0.2,0,0,0,1,0,0,1
39,40,1,0,0.175,0.021942337075458514,0,0,1,0.1,0,0,0,1,1,0,0
40,41,0,0,0.5,0.018493968331299484,0,0,1,0.1,1,0,0,0,0,0,1
41,42,0,0,0.3375,0.04098927018018883,0,1,0,0.1,1,0,0,0,0,0,1
42,43,0,1,0.35,0.015411575213749284,0,0,1,0.0,1,0,0,0,1,0,0
43,44,1,0,0.0375,0.08115719346076702,0,1,0,0.3,0,0,0,1,1,0,0
44,45,1,0,0.2375,0.01537917417160685,0,0,1,0.0,0,0,0,1,0,1,0
45,46,0,1,0.35,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
46,47,0,1,0.35,0.030253985132996517,0,0,1,0.1,1,0,0,0,0,1,0
47,48,1,0,0.35,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,1,0
48,49,0,1,0.35,0.04231498029001666,0,0,1,0.2,1,0,0,0,1,0,0
49,50,0,0,0.225,0.034743286152731485,0,0,1,0.1,1,0,0,0,0,0,1
50,51,0,1,0.0875,0.07746484096553544,0,0,1,0.5,0,0,1,0,0,0,1
51,52,0,1,0.2625,0.01522458606692728,0,0,1,0.0,1,0,0,0,0,0,1
52,53,1,0,0.6125,0.1497654242623688,1,0,0,0.1,1,0,0,0,1,0,0
53,54,1,0,0.3625,0.050748620223090936,0,1,0,0.1,1,0,0,0,0,0,1
54,55,0,1,0.8125,0.1209753416358076,1,0,0,0.1,1,0,0,0,1,0,0
55,56,1,1,0.35,0.06929138530460492,1,0,0,0.0,1,0,0,0,0,0,1
56,57,1,0,0.2625,0.020494635090094415,0,1,0,0.0,0,0,0,1,0,0,1
57,58,0,1,0.35625,0.014110458666029575,0,0,1,0.0,1,0,0,0,1,0,0
58,59,1,0,0.0625,0.05416439273810667,0,1,0,0.3,0,0,0,1,0,0,1
59,60,0,1,0.1375,0.09154270340242172,0,0,1,0.7,0,0,1,0,0,0,1
60,61,0,1,0.275,0.014110458666029575,0,0,1,0.0,1,0,0,0,1,0,0
61,62,1,0,0.475,0.15614960068643363,1,0,0,0.0,0,0,0,1,0,0,0
62,63,0,1,0.5625,0.16293234896625058,1,0,0,0.1,1,0,0,0,0,0,1
63,64,0,1,0.05,0.05445717323939373,0,0,1,0.5,0,0,1,0,0,0,1
64,65,0,1,0.35,0.05410739813385612,1,0,0,0.0,1,0,0,0,1,0,0
65,66,1,1,0.35,0.029757819776815374,0,0,1,0.2,0,0,1,0,1,0,0
66,67,1,0,0.3625,0.020494635090094415,0,1,0,0.0,1,0,0,0,0,0,1
67,68,0,1,0.2375,0.015923941091001644,0,0,1,0.0,1,0,0,0,0,0,1
68,69,1,0,0.2125,0.015468569817999833,0,0,1,0.6,0,0,0,1,0,0,1
69,70,0,1,0.325,0.016908073949327893,0,0,1,0.2,1,0,0,0,0,0,1
70,71,0,1,0.4,0.020494635090094415,0,1,0,0.0,1,0,0,0,0,0,1
71,72,0,0,0.2,0.09154270340242172,0,0,1,0.7,0,0,0,1,0,0,1
72,73,0,1,0.2625,0.1434624456306609,0,1,0,0.0,1,0,0,0,0,0,1
73,74,0,1,0.325,0.028212719478023115,0,0,1,0.1,1,0,0,0,1,0,0
74,75,1,1,0.4,0.11027245763075773,0,0,1,0.0,1,0,0,0,0,0,1
75,76,0,1,0.3125,0.014931805565640218,0,0,1,0.0,1,0,0,0,0,0,1
76,77,0,1,0.35,0.015411575213749284,0,0,1,0.0,1,0,0,0,0,0,1
77,78,0,1,0.35,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
78,79,1,1,0.010374999999999999,0.056604230248832196,0,1,0,0.2,0,0,1,0,0,0,1
79,80,1,0,0.375,0.024349578357040744,0,0,1,0.0,0,0,0,1,0,0,1
80,81,0,1,0.275,0.017566830077223785,0,0,1,0.0,1,0,0,0,0,0,1
81,82,1,1,0.3625,0.018542765081513996,0,0,1,0.0,1,0,0,0,0,0,1
82,83,1,0,0.35,0.015200187691820024,0,0,1,0.0,0,0,0,1,0,1,0
83,84,0,1,0.35,0.09193307740413781,1,0,0,0.0,1,0,0,0,0,0,1
84,85,1,0,0.2125,0.020494635090094415,0,1,0,0.0,0,0,0,1,0,0,1
85,86,1,0,0.4125,0.030937139635999665,0,0,1,0.3,1,0,0,0,0,0,1
86,87,0,1,0.2,0.06709553154495196,0,0,1,0.4,1,0,0,0,0,0,1
87,88,0,1,0.35,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
88,89,1,0,0.2875,0.5133418122566505,1,0,0,0.5,0,0,0,1,0,0,1
89,90,0,1,0.3,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
90,91,0,1,0.3625,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
91,92,0,1,0.25,0.015330377421392339,0,0,1,0.0,1,0,0,0,0,0,1
92,93,0,1,0.575,0.11940564777490723,1,0,0,0.1,1,0,0,0,0,0,1
93,94,0,1,0.325,0.04015972542654215,0,0,1,0.3,1,0,0,0,0,0,1
94,95,0,1,0.7375,0.014151057562208049,0,0,1,0.0,1,0,0,0,0,0,1
95,96,0,1,0.35,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
96,97,0,1,0.8875,0.06764049365134761,1,0,0,0.0,1,0,0,0,1,0,0
97,98,1,1,0.2875,0.12366716556464086,1,0,0,0.1,1,0,0,0,1,0,0
98,99,1,0,0.425,0.04489301019734967,0,1,0,0.1,1,0,0,0,0,0,1
99,100,0,1,0.425,0.050748620223090936,0,1,0,0.1,1,0,0,0,0,0,1
100,101,0,0,0.35,0.015411575213749284,0,0,1,0.0,0,0,0,1,0,0,1
101,102,0,1,0.35,0.015411575213749284,0,0,1,0.0,1,0,0,0,0,0,1
102,103,0,1,0.2625,0.15085515328815924,1,0,0,0.1,1,0,0,0,0,0,1
103,104,0,1,0.4125,0.016891873428256675,0,0,1,0.0,1,0,0,0,0,0,1
104,105,0,1,0.4625,0.015468569817999833,0,0,1,0.2,1,0,0,0,0,0,1
105,106,0,1,0.35,0.015411575213749284,0,0,1,0.0,1,0,0,0,0,0,1
106,107,1,0,0.2625,0.014931805565640218,0,0,1,0.0,0,0,0,1,0,0,1
107,108,1,1,0.35,0.015175789316712771,0,0,1,0.0,1,0,0,0,0,0,1
108,109,0,1,0.475,0.015411575213749284,0,0,1,0.0,1,0,0,0,0,0,1
109,110,1,0,0.35,0.04713766070721715,0,0,1,0.1,0,0,0,1,0,1,0
110,111,0,1,0.5875,0.10149724044618187,1,0,0,0.0,1,0,0,0,0,0,1
111,112,0,0,0.18125,0.028212719478023115,0,0,1,0.1,0,0,0,1,1,0,0
112,113,0,1,0.275,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
113,114,0,0,0.25,0.019177122834302632,0,0,1,0.1,0,0,0,1,0,0,1
114,115,0,0,0.2125,0.028220722145058292,0,0,1,0.0,0,0,0,1,1,0,0
115,116,0,1,0.2625,0.015468569817999833,0,0,1,0.0,1,0,0,0,0,0,1
116,117,0,1,0.88125,0.015126992566498259,0,0,1,0.0,1,0,0,0,0,1,0
117,118,0,1,0.3625,0.04098927018018883,0,1,0,0.1,1,0,0,0,0,0,1
118,119,0,1,0.3,0.4831284260198326,1,0,0,0.1,1,0,0,0,1,0,0
119,120,0,0,0.025,0.06104473451835265,0,0,1,0.6,0,0,0,1,0,0,1
120,121,0,1,0.2625,0.1434624456306609,0,1,0,0.2,1,0,0,0,0,0,1
121,122,0,1,0.35,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
122,123,0,1,0.40625,0.058694292654020104,0,1,0,0.1,1,0,0,0,1,0,0
123,124,1,0,0.40625,0.025374310111545468,0,1,0,0.0,0,0,0,1,0,0,1
124,125,0,1,0.675,0.15085515328815924,1,0,0,0.1,1,0,0,0,0,0,1
125,126,1,1,0.15,0.021942337075458514,0,0,1,0.1,0,0,1,0,1,0,0
126,127,0,1,0.35,0.015126992566498259,0,0,1,0.0,1,0,0,0,0,1,0
127,128,1,1,0.3,0.01393967004027879,0,0,1,0.0,1,0,0,0,0,0,1
128,129,1,0,0.35,0.04364049521284361,0,0,1,0.2,0,0,0,1,1,0,0
129,130,0,1,0.5625,0.013614293309848433,0,0,1,0.0,1,0,0,0,0,0,1
130,131,0,1,0.4125,0.015411575213749284,0,0,1,0.0,1,0,0,0,1,0,0
131,132,0,1,0.25,0.013760683560491965,0,0,1,0.0,1,0,0,0,0,0,1
132,133,0,0,0.5875,0.028302115124416098,0,0,1,0.1,1,0,0,0,0,0,1
133,134,1,0,0.3625,0.050748620223090936,0,1,0,0.1,1,0,0,0,0,0,1
134,135,0,1,0.3125,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
135,136,0,1,0.2875,0.02936744577509929,0,1,0,0.0,1,0,0,0,1,0,0
136,137,1,0,0.2375,0.051301584996521765,1,0,0,0.2,0,0,0,1,0,0,1
137,138,0,1,0.4625,0.10364429745562033,1,0,0,0.1,1,0,0,0,0,0,1
138,139,0,1,0.2,0.01798980030808316,0,0,1,0.0,1,0,0,0,0,0,1
139,140,0,1,0.3,0.15458810467956932,1,0,0,0.0,1,0,0,0,1,0,0
140,141,0,0,0.35,0.029757819776815374,0,0,1,0.2,1,0,0,0,1,0,0
141,142,1,0,0.275,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,0,1
142,143,1,0,0.3,0.030937139635999665,0,0,1,0.1,1,0,0,0,0,0,1
143,144,0,1,0.2375,0.013175122557917838,0,0,1,0.0,1,0,0,0,0,1,0
144,145,0,1,0.225,0.022446505098674834,0,1,0,0.0,1,0,0,0,0,0,1
145,146,0,1,0.2375,0.07173122281533045,0,1,0,0.2,1,0,0,0,0,0,1
146,147,1,1,0.3375,0.015216388212891242,0,0,1,0.0,1,0,0,0,0,0,1
147,148,0,0,0.1125,0.06709553154495196,0,0,1,0.4,0,0,0,1,0,0,1
148,149,0,1,0.45625,0.050748620223090936,0,1,0,0.2,1,0,0,0,0,0,1
149,150,0,1,0.525,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
150,151,0,1,0.6375,0.02444717185746977,0,1,0,0.0,1,0,0,0,0,0,1
151,152,1,0,0.275,0.12999454257145598,1,0,0,0.1,1,0,0,0,0,0,1
152,153,0,1,0.69375,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
153,154,0,1,0.50625,0.028302115124416098,0,0,1,0.2,1,0,0,0,0,0,1
154,155,0,1,0.35,0.014273049437744325,0,0,1,0.0,1,0,0,0,0,0,1
155,156,0,1,0.6375,0.11980421963065935,1,0,0,0.1,1,0,0,0,1,0,0
156,157,1,0,0.2,0.015094396337354966,0,0,1,0.0,0,0,0,1,0,1,0
157,158,0,1,0.375,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
158,159,0,1,0.35,0.016908073949327893,0,0,1,0.0,1,0,0,0,0,0,1
159,160,0,1,0.35,0.13575255909676823,0,0,1,1.0,0,0,1,0,0,0,1
160,161,0,1,0.55,0.031425107138144774,0,0,1,0.1,1,0,0,0,0,0,1
161,162,1,0,0.5,0.030741952635141623,0,1,0,0.0,1,0,0,0,0,0,1
162,163,0,1,0.325,0.015175789316712771,0,0,1,0.0,1,0,0,0,0,0,1
163,164,0,1,0.2125,0.016908073949327893,0,0,1,0.0,1,0,0,0,0,0,1
164,165,0,1,0.0125,0.07746484096553544,0,0,1,0.5,0,0,1,0,0,0,1
165,166,1,1,0.1125,0.04006213192611313,0,0,1,0.2,0,0,1,0,0,0,1
166,167,1,0,0.35,0.10735285047192313,1,0,0,0.1,1,0,0,0,0,0,1
167,168,0,0,0.5625,0.05445717323939373,0,0,1,0.5,1,0,0,0,0,0,1
168,169,0,1,0.35,0.050602229972447406,1,0,0,0.0,1,0,0,0,0,0,1
169,170,0,1,0.35,0.11027245763075773,0,0,1,0.0,1,0,0,0,0,0,1
170,171,0,1,0.7625,0.06538764528744409,1,0,0,0.0,1,0,0,0,0,0,1
171,172,0,1,0.05,0.056848213999904744,0,0,1,0.5,0,0,1,0,0,1,0
172,173,1,0,0.0125,0.021730754366528396,0,0,1,0.2,0,0,0,1,0,0,1
173,174,0,1,0.2625,0.015468569817999833,0,0,1,0.0,1,0,0,0,0,0,1
174,175,0,1,0.7,0.05991421140938287,1,0,0,0.0,1,0,0,0,1,0,0
175,176,0,1,0.225,0.015330377421392339,0,0,1,0.2,1,0,0,0,0,0,1
176,177,0,1,0.35,0.04970768794751499,0,0,1,0.4,0,0,1,0,0,0,1
177,178,0,0,0.625,0.05604306762136532,1,0,0,0.0,0,0,0,1,1,0,0
178,179,0,1,0.375,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
179,180,0,1,0.45,0.0,0,0,1,0.0,1,0,0,0,0,0,1
180,181,0,0,0.35,0.13575255909676823,0,0,1,1.0,0,0,0,1,0,0,1
181,182,0,1,0.35,0.02937564362913533,0,1,0,0.0,1,0,0,0,1,0,0
182,183,0,1,0.1125,0.061264319894317944,0,0,1,0.6,0,0,1,0,0,0,1
183,184,1,1,0.0125,0.0761229303346364,0,1,0,0.3,0,0,1,0,0,0,1
184,185,1,0,0.05,0.04298993693898376,0,0,1,0.2,0,0,0,1,0,0,1
185,186,0,1,0.35,0.09759350042902103,1,0,0,0.0,1,0,0,0,0,0,1
186,187,1,0,0.35,0.030253985132996517,0,0,1,0.1,1,0,0,0,0,1,0
187,188,1,1,0.5625,0.051822148727810165,1,0,0,0.0,1,0,0,0,0,0,1
188,189,0,1,0.5,0.030253985132996517,0,0,1,0.2,1,0,0,0,0,1,0
189,190,0,1,0.45,0.015411575213749284,0,0,1,0.0,1,0,0,0,0,0,1
190,191,1,0,0.4,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
191,192,0,1,0.2375,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
192,193,1,0,0.2375,0.015330377421392339,0,0,1,0.1,0,0,0,1,0,0,1
193,194,1,1,0.0375,0.050748620223090936,0,1,0,0.2,0,0,1,0,0,0,1
194,195,1,0,0.55,0.05410739813385612,1,0,0,0.0,1,0,0,0,1,0,0
195,196,1,0,0.725,0.2859895551532101,1,0,0,0.0,0,0,0,1,1,0,0
196,197,0,1,0.35,0.015126992566498259,0,0,1,0.0,1,0,0,0,0,1,0
197,198,0,1,0.525,0.01640390592611157,0,0,1,0.1,1,0,0,0,0,0,1
198,199,1,0,0.35,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,1,0
199,200,0,0,0.3,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
200,201,0,1,0.35,0.018542765081513996,0,0,1,0.0,1,0,0,0,0,0,1
201,202,0,1,0.35,0.13575255909676823,0,0,1,1.0,1,0,0,0,0,0,1
202,203,0,1,0.425,0.012678957201736696,0,0,1,0.0,1,0,0,0,0,0,1
203,204,0,1,0.56875,0.014102260811993537,0,0,1,0.0,1,0,0,0,1,0,0
204,205,1,1,0.225,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
205,206,0,0,0.025,0.02042143996477265,0,0,1,0.1,0,0,0,1,0,0,1
206,207,0,1,0.4,0.030937139635999665,0,0,1,0.1,1,0,0,0,0,0,1
207,208,1,1,0.325,0.036670757786204655,0,0,1,0.0,1,0,0,0,1,0,0
208,209,1,0,0.2,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,1,0
209,210,1,1,0.5,0.060507970265993034,1,0,0,0.0,1,0,0,0,1,0,0
210,211,0,1,0.3,0.013760683560491965,0,0,1,0.0,1,0,0,0,0,0,1
211,212,1,0,0.4375,0.04098927018018883,0,1,0,0.0,0,0,0,1,0,0,1
212,213,0,1,0.275,0.014151057562208049,0,0,1,0.0,1,0,0,0,0,0,1
213,214,0,1,0.375,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
214,215,0,1,0.35,0.015126992566498259,0,0,1,0.1,1,0,0,0,0,1,0
215,216,1,0,0.3875,0.22109807522194713,1,0,0,0.1,0,0,0,1,1,0,0
216,217,1,0,0.3375,0.015468569817999833,0,0,1,0.0,0,0,0,1,0,0,1
217,218,0,1,0.525,0.05270049023167135,0,1,0,0.1,1,0,0,0,0,0,1
218,219,1,0,0.4,0.14891148113361488,1,0,0,0.0,0,0,0,1,1,0,0
219,220,0,1,0.375,0.020494635090094415,0,1,0,0.0,1,0,0,0,0,0,1
220,221,1,1,0.2,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
221,222,0,1,0.3375,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
222,223,0,1,0.6375,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
223,224,0,1,0.35,0.015411575213749284,0,0,1,0.0,1,0,0,0,0,0,1
224,225,1,1,0.475,0.17566830077223786,1,0,0,0.1,1,0,0,0,0,0,1
225,226,0,1,0.275,0.01824998458022693,0,0,1,0.0,1,0,0,0,0,0,1
226,227,1,1,0.2375,0.020494635090094415,0,1,0,0.0,1,0,0,0,0,0,1
227,228,0,1,0.25625,0.014151057562208049,0,0,1,0.0,1,0,0,0,0,0,1
228,229,0,1,0.225,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
229,230,0,0,0.35,0.04970768794751499,0,0,1,0.4,0,0,0,1,0,0,1
230,231,1,0,0.4375,0.16293234896625058,1,0,0,0.1,1,0,0,0,0,0,1
231,232,0,1,0.3625,0.015175789316712771,0,0,1,0.0,1,0,0,0,0,0,1
232,233,0,1,0.7375,0.026350245115835676,0,1,0,0.0,1,0,0,0,0,0,1
233,234,1,0,0.0625,0.061264319894317944,0,0,1,0.6,0,0,0,1,0,0,1
234,235,0,1,0.3,0.020494635090094415,0,1,0,0.0,1,0,0,0,0,0,1
235,236,0,0,0.35,0.014736618564782174,0,0,1,0.0,0,0,0,1,0,0,1
236,237,0,1,0.55,0.050748620223090936,0,1,0,0.1,1,0,0,0,0,0,1
237,238,1,0,0.1,0.05123658772523604,0,1,0,0.2,0,0,0,1,0,0,1
238,239,0,1,0.2375,0.020494635090094415,0,1,0,0.0,1,0,0,0,0,0,1
239,240,0,1,0.4125,0.023959204355324663,0,1,0,0.0,1,0,0,0,0,0,1
240,241,0,0,0.35,0.028212719478023115,0,0,1,0.1,0,0,0,1,1,0,0
241,242,1,0,0.35,0.030253985132996517,0,0,1,0.1,0,0,0,1,0,1,0
242,243,0,1,0.3625,0.020494635090094415,0,1,0,0.0,1,0,0,0,0,0,1
243,244,0,1,0.275,0.013907073811135496,0,0,1,0.0,1,0,0,0,0,0,1
244,245,0,1,0.375,0.014102260811993537,0,0,1,0.0,1,0,0,0,1,0,0
245,246,0,1,0.55,0.17566830077223786,1,0,0,0.2,1,0,0,0,0,1,0
246,247,0,0,0.3125,0.015175789316712771,0,0,1,0.0,0,0,0,1,0,0,1
247,248,1,0,0.3,0.028302115124416098,0,1,0,0.2,1,0,0,0,0,0,1
248,249,1,1,0.4625,0.10257896680493714,1,0,0,0.2,1,0,0,0,0,0,1
249,250,0,1,0.675,0.050748620223090936,0,1,0,0.1,1,0,0,0,0,0,1
250,251,0,1,0.35,0.014151057562208049,0,0,1,0.0,1,0,0,0,0,0,1
251,252,0,0,0.3625,0.02042143996477265,0,0,1,0.2,1,0,0,0,0,0,1
252,253,0,1,0.775,0.051822148727810165,1,0,0,0.0,1,0,0,0,0,0,1
253,254,0,1,0.375,0.031425107138144774,0,0,1,0.1,1,0,0,0,0,0,1
254,255,0,0,0.5125,0.039452172548431745,0,0,1,0.2,1,0,0,0,0,0,1
255,256,1,0,0.3625,0.029757819776815374,0,0,1,0.2,1,0,0,0,1,0,0
256,257,1,0,0.35,0.15458810467956932,1,0,0,0.0,1,0,0,0,1,0,0
257,258,1,0,0.375,0.16883675574220638,1,0,0,0.0,0,0,0,1,0,0,1
258,259,1,0,0.4375,1.0,1,0,0,0.0,0,0,0,1,1,0,0
259,260,1,0,0.625,0.050748620223090936,0,1,0,0.1,1,0,0,0,0,0,1
260,261,0,1,0.35,0.015126992566498259,0,0,1,0.0,1,0,0,0,0,1,0
261,262,1,1,0.0375,0.061264319894317944,0,0,1,0.6,0,0,1,0,0,0,1
262,263,0,1,0.65,0.1554664461834305,1,0,0,0.2,1,0,0,0,0,0,1
263,264,0,1,0.5,0.0,1,0,0,0.0,1,0,0,0,0,0,1
264,265,0,0,0.35,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,1,0
265,266,0,1,0.45,0.020494635090094415,0,1,0,0.0,1,0,0,0,0,0,1
266,267,0,1,0.2,0.07746484096553544,0,0,1,0.5,1,0,0,0,0,0,1
267,268,1,1,0.3125,0.015175789316712771,0,0,1,0.1,1,0,0,0,0,0,1
268,269,1,0,0.725,0.2995388511917728,1,0,0,0.1,1,0,0,0,0,0,1
269,270,1,0,0.4375,0.2647385704347907,1,0,0,0.0,0,0,0,1,0,0,1
270,271,0,1,0.35,0.060507970265993034,1,0,0,0.0,1,0,0,0,0,0,1
271,272,1,1,0.3125,0.0,0,0,1,0.0,1,0,0,0,0,0,1
272,273,1,0,0.5125,0.0380614651673182,0,1,0,0.1,1,0,0,0,0,0,1
273,274,0,1,0.4625,0.057970539254838485,1,0,0,0.1,1,0,0,0,1,0,0
274,275,1,0,0.35,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,1,0
275,276,1,0,0.7875,0.15216446768991498,1,0,0,0.1,0,0,0,1,0,0,1
276,277,0,0,0.5625,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,0,1
277,278,0,1,0.35,0.0,0,1,0,0.0,1,0,0,0,0,0,1
278,279,0,1,0.0875,0.056848213999904744,0,0,1,0.5,0,0,1,0,0,1,0
279,280,1,0,0.4375,0.03952536767375352,0,0,1,0.2,1,0,0,0,0,0,1
280,281,0,1,0.8125,0.015126992566498259,0,0,1,0.0,1,0,0,0,0,1,0
281,282,0,1,0.35,0.015330377421392339,0,0,1,0.0,1,0,0,0,0,0,1
282,283,0,1,0.2,0.018542765081513996,0,0,1,0.0,1,0,0,0,0,0,1
283,284,1,1,0.2375,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
284,285,0,1,0.35,0.050748620223090936,1,0,0,0.0,1,0,0,0,0,0,1
285,286,0,1,0.4125,0.016908073949327893,0,0,1,0.0,1,0,0,0,1,0,0
286,287,1,1,0.375,0.018542765081513996,0,0,1,0.0,1,0,0,0,0,0,1
287,288,0,1,0.275,0.015411575213749284,0,0,1,0.0,1,0,0,0,0,0,1
288,289,1,1,0.525,0.025374310111545468,0,1,0,0.0,1,0,0,0,0,0,1
289,290,1,0,0.275,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,1,0
290,291,1,0,0.325,0.15390495017656614,1,0,0,0.0,0,0,0,1,0,0,1
291,292,1,0,0.2375,0.17777475888549785,1,0,0,0.1,1,0,0,0,1,0,0
292,293,0,1,0.45,0.025130326360472913,0,1,0,0.0,1,0,0,0,1,0,0
293,294,0,0,0.3,0.01727404957593672,0,0,1,0.0,0,0,0,1,0,0,1
294,295,0,1,0.3,0.015411575213749284,0,0,1,0.0,1,0,0,0,0,0,1
295,296,0,1,0.35,0.05410739813385612,1,0,0,0.0,1,0,0,0,1,0,0
296,297,0,1,0.29375,0.014110458666029575,0,0,1,0.0,1,0,0,0,1,0,0
297,298,0,0,0.025,0.29580589980036276,1,0,0,0.3,0,0,0,1,0,0,1
298,299,1,1,0.35,0.05953203526170282,1,0,0,0.0,1,0,0,0,0,0,1
299,300,1,0,0.625,0.4831284260198326,1,0,0,0.1,1,0,0,0,1,0,0
300,301,1,0,0.35,0.015126992566498259,0,0,1,0.0,0,0,0,1,0,1,0
301,302,1,1,0.35,0.04538097769949478,0,0,1,0.2,1,0,0,0,0,1,0
302,303,0,1,0.2375,0.0,0,0,1,0.0,1,0,0,0,0,0,1
303,304,1,0,0.35,0.024105594605968193,0,1,0,0.0,0,0,0,1,0,1,0
304,305,0,1,0.35,0.015712553569072387,0,0,1,0.0,1,0,0,0,0,0,1
